"","gene2","cluster","avg_log2FC","gene"
"30016","CRIP2","Endothelial",1.129443053,"ENSG00000182809"
"30018","CRMP1","Endothelial",-5.760145235,"ENSG00000072832"
"30019","CRNKL1","Endothelial",-1.001942397,"ENSG00000101343"
"30022","CRYBG3","Endothelial",2.252949176,"ENSG00000080200"
"30023","CSGALNACT1","Endothelial",2.432190105,"ENSG00000147408"
"30024","CSMD2","Endothelial",-2.796535446,"ENSG00000121904"
"30028","CSRNP1","Endothelial",1.362234202,"ENSG00000144655"
"30029","CSRNP3","Endothelial",-3.18657057,"ENSG00000178662"
"30030","CSRP1","Endothelial",2.855597993,"ENSG00000159176"
"30032","CSTB","Endothelial",1.018372075,"ENSG00000160213"
"30033","CTA.29F11.1","Endothelial",1.20754701,NA
"30036","CTBS","Endothelial",1.259034123,"ENSG00000117151"
"30037","CTC.241F20.3","Endothelial",3.323176271,NA
"30039","CTD.2031P19.4","Endothelial",1.481330048,NA
"30041","CTD.2666L21.1","Endothelial",2.013134005,NA
"30043","CTDSP1","Endothelial",1.129706868,"ENSG00000144579"
"30044","CTGF","Endothelial",3.219805426,"ENSG00000118523"
"30045","CTHRC1","Endothelial",2.233125682,"ENSG00000164932"
"30046","CTNNA1","Endothelial",1.038881767,"ENSG00000044115"
"30050","CTNND2","Endothelial",-2.846574503,"ENSG00000169862"
"30051","CTSA","Endothelial",1.675517944,"ENSG00000064601"
"30054","CTSO","Endothelial",1.429869616,"ENSG00000256043"
"30056","CU639417.1","Endothelial",1.446746385,NA
"30059","CX3CL1","Endothelial",2.233923788,"ENSG00000006210"
"30060","CXADR","Endothelial",-6.368938732,"ENSG00000154639"
"30061","CXCL2","Endothelial",3.786634566,"ENSG00000081041"
"30063","CXorf36","Endothelial",4.480244295,NA
"30064","CXorf38","Endothelial",-1.043678707,"ENSG00000185753"
"30065","CXorf56","Endothelial",-1.138907489,NA
"30067","CYB5A","Endothelial",1.563278798,"ENSG00000166347"
"30068","CYB5R3","Endothelial",1.425167219,"ENSG00000100243"
"30069","CYFIP2","Endothelial",-2.887119595,"ENSG00000055163"
"30070","CYLD","Endothelial",1.052041343,"ENSG00000083799"
"30073","CYSTM1","Endothelial",1.849462153,"ENSG00000120306"
"30075","CYTH3","Endothelial",1.066086277,"ENSG00000008256"
"30076","CYYR1","Endothelial",1.965374399,"ENSG00000166265"
"30077","DAB2","Endothelial",2.618788019,"ENSG00000153071"
"30078","DAB2IP","Endothelial",1.281114065,"ENSG00000136848"
"30081","DAPK1","Endothelial",-4.916209666,"ENSG00000196730"
"30082","DARS","Endothelial",1.14622971,"ENSG00000115866"
"30083","DCAF16","Endothelial",-2.134390855,"ENSG00000163257"
"30085","DCBLD1","Endothelial",2.555171139,"ENSG00000164465"
"30086","DCLK1","Endothelial",-5.356541254,"ENSG00000133083"
"30091","DCX","Endothelial",-6.1994857,"ENSG00000077279"
"30092","DDIT3","Endothelial",1.415176929,"ENSG00000175197"
"30094","DDR2","Endothelial",1.650083238,"ENSG00000162733"
"30098","DDX49","Endothelial",1.688285064,"ENSG00000105671"
"30102","DECR1","Endothelial",1.373898937,"ENSG00000104325"
"30103","DENND2C","Endothelial",1.776282505,"ENSG00000175984"
"30104","DENND3","Endothelial",3.691289237,"ENSG00000105339"
"30109","DGKE","Endothelial",1.722143746,"ENSG00000153933"
"30110","DGKH","Endothelial",1.189643066,"ENSG00000102780"
"30116","DISC1","Endothelial",1.433161964,"ENSG00000162946"
"30117","DISP1","Endothelial",1.260512188,"ENSG00000154309"
"30118","DLC1","Endothelial",3.196043973,"ENSG00000164741"
"30119","DLG2","Endothelial",-2.442325137,"ENSG00000150672"
"30120","DLGAP1","Endothelial",-2.802618779,"ENSG00000170579"
"30121","DLL4","Endothelial",3.542473243,"ENSG00000128917"
"30122","DLX2","Endothelial",-4.517196971,"ENSG00000115844"
"30123","DLX6.AS1","Endothelial",-7.497360419,NA
"30124","DMAP1","Endothelial",-1.06065213,"ENSG00000178028"
"30125","DMXL2","Endothelial",-3.386335481,"ENSG00000104093"
"30128","DNAJB1","Endothelial",1.455148936,"ENSG00000132002"
"30130","DNAJB4","Endothelial",1.670097484,"ENSG00000162616"
"30131","DNAJB9","Endothelial",1.153973838,"ENSG00000128590"
"30133","DNAJC17","Endothelial",1.259067283,"ENSG00000104129"
"30136","DNER","Endothelial",-4.01711628,"ENSG00000187957"
"30138","DOCK1","Endothelial",1.761618748,"ENSG00000150760"
"30139","DOCK6","Endothelial",3.677368753,"ENSG00000130158"
"30140","DOCK9","Endothelial",2.305885993,"ENSG00000088387"
"30142","DPEP1","Endothelial",4.575010939,"ENSG00000015413"
"30143","DPH6","Endothelial",1.62658197,"ENSG00000134146"
"30146","DPY19L4","Endothelial",1.354113738,"ENSG00000156162"
"30147","DPYSL2","Endothelial",-1.091851332,"ENSG00000092964"
"30148","DPYSL3","Endothelial",-2.535838202,"ENSG00000113657"
"30149","DRAM1","Endothelial",1.717981064,"ENSG00000136048"
"30152","DSP","Endothelial",4.173700151,"ENSG00000096696"
"30156","DUSP14","Endothelial",-1.202979815,"ENSG00000276023"
"30158","DUSP1","Endothelial",1.703015068,"ENSG00000120129"
"30159","DUSP22","Endothelial",2.188691757,"ENSG00000112679"
"30161","DUSP5","Endothelial",3.258275117,"ENSG00000138166"
"30162","DUSP6","Endothelial",3.072237918,"ENSG00000139318"
"30163","DUSP7","Endothelial",1.42420383,"ENSG00000164086"
"30165","DYNC1I2","Endothelial",-2.137565555,"ENSG00000077380"
"30167","DYNC2LI1","Endothelial",1.173200586,"ENSG00000138036"
"30170","DYSF","Endothelial",1.807878651,"ENSG00000135636"
"30171","EBF1","Endothelial",1.517159753,"ENSG00000164330"
"30173","ECE1","Endothelial",2.036880568,"ENSG00000117298"
"30174","ECI2","Endothelial",1.211100556,"ENSG00000198721"
"30175","ECM1","Endothelial",3.38336857,"ENSG00000143369"
"30176","ECSCR","Endothelial",4.48930493,"ENSG00000249751"
"30177","EDN1","Endothelial",5.343509732,"ENSG00000078401"
"30178","EDN3","Endothelial",4.17500233,"ENSG00000124205"
"30179","EDNRB","Endothelial",1.385632205,"ENSG00000136160"
"30185","EFCAB14","Endothelial",1.446044066,"ENSG00000159658"
"30186","EFNA1","Endothelial",4.579437587,"ENSG00000169242"
"30187","EFR3A","Endothelial",1.057574288,"ENSG00000132294"
"30188","EGFL7","Endothelial",3.998106182,"ENSG00000172889"
"30192","EGR2","Endothelial",2.064305019,"ENSG00000122877"
"30193","EHD2","Endothelial",2.912454917,"ENSG00000024422"
"30194","EHD4","Endothelial",2.274754478,"ENSG00000103966"
"30199","EIF2B2","Endothelial",1.267369604,"ENSG00000119718"
"30206","EIF4H","Endothelial",-1.150737496,"ENSG00000106682"
"30208","ELAVL2","Endothelial",-2.92643441,"ENSG00000107105"
"30209","ELAVL3","Endothelial",-2.675198416,"ENSG00000196361"
"30210","ELAVL4","Endothelial",-5.400188316,"ENSG00000162374"
"30211","ELF1","Endothelial",1.647317655,"ENSG00000120690"
"30212","ELK3","Endothelial",3.430089858,"ENSG00000111145"
"30214","ELMO1","Endothelial",-1.344296143,"ENSG00000155849"
"30215","ELOVL1","Endothelial",1.256667066,"ENSG00000066322"
"30216","ELOVL6","Endothelial",-2.022500799,"ENSG00000170522"
"30217","ELTD1","Endothelial",4.875684961,"ENSG00000162618"
"30218","EMC3","Endothelial",1.632279231,"ENSG00000125037"
"30220","EMCN","Endothelial",5.741885302,"ENSG00000164035"
"30221","EMP1","Endothelial",3.222114563,"ENSG00000134531"
"30222","EMP2","Endothelial",1.294096057,"ENSG00000213853"
"30223","ENAH","Endothelial",-1.739382149,"ENSG00000154380"
"30224","ENDOD1","Endothelial",2.60653391,"ENSG00000149218"
"30225","ENG","Endothelial",5.224908491,"ENSG00000106991"
"30229","ENTPD1","Endothelial",1.327280691,"ENSG00000138185"
"30231","EOGT","Endothelial",3.037375063,"ENSG00000163378"
"30232","EPAS1","Endothelial",4.800257153,"ENSG00000116016"
"30234","EPB41L3","Endothelial",-4.017778659,"ENSG00000082397"
"30236","EPHA2","Endothelial",2.930997163,"ENSG00000142627"
"30237","EPHA3","Endothelial",-4.052693014,"ENSG00000044524"
"30239","EPHA5","Endothelial",-5.383022222,"ENSG00000145242"
"30240","EPHB2","Endothelial",-2.904364413,"ENSG00000133216"
"30241","EPHB4","Endothelial",2.302815355,"ENSG00000196411"
"30242","ERAP1","Endothelial",1.569591175,"ENSG00000164307"
"30243","ERAP2","Endothelial",1.683790742,"ENSG00000164308"
"30244","ERBB4","Endothelial",-5.727288987,"ENSG00000178568"
"30245","ERG","Endothelial",4.782496918,"ENSG00000157554"
"30247","ERLIN2","Endothelial",1.065711282,"ENSG00000147475"
"30248","ERMP1","Endothelial",1.171282308,"ENSG00000099219"
"30251","ERVK3.1","Endothelial",1.019117996,NA
"30252","ESAM","Endothelial",5.24475626,"ENSG00000149564"
"30253","ESYT1","Endothelial",1.692748336,"ENSG00000139641"
"30254","ESYT2","Endothelial",1.048346462,"ENSG00000117868"
"30258","ETS1","Endothelial",3.627428063,"ENSG00000134954"
"30259","ETS2","Endothelial",3.026338085,"ENSG00000157557"
"30260","ETV5","Endothelial",-1.753683141,"ENSG00000244405"
"30261","ETV6","Endothelial",1.461685252,"ENSG00000139083"
"30262","EVA1C","Endothelial",2.524536925,"ENSG00000166979"
"30267","F11R","Endothelial",1.889242172,"ENSG00000158769"
"30269","FABP7","Endothelial",-2.882471648,"ENSG00000164434"
"30270","FADS2","Endothelial",-2.11469531,"ENSG00000134824"
"30271","FAM101B","Endothelial",2.485397926,"ENSG00000283979"
"30273","FAM110B","Endothelial",-2.352970144,"ENSG00000169122"
"30275","FAM114A1","Endothelial",1.001203968,"ENSG00000197712"
"30276","FAM118A","Endothelial",1.252228708,"ENSG00000100376"
"30277","FAM118B","Endothelial",1.301033415,"ENSG00000197798"
"30280","FAM129A","Endothelial",4.661668495,"ENSG00000135842"
"30282","FAM162A","Endothelial",1.111902999,"ENSG00000114023"
"30284","FAM189A2","Endothelial",2.9696107,"ENSG00000135063"
"30285","FAM198B","Endothelial",3.99627125,"ENSG00000164125"
"30286","FAM213A","Endothelial",1.53181992,"ENSG00000122378"
"30287","FAM217B","Endothelial",-3.63962122,"ENSG00000196227"
"30289","FAM43A","Endothelial",2.794548481,"ENSG00000185112"
"30290","FAM46C","Endothelial",1.406635069,"ENSG00000183508"
"30291","FAM63A","Endothelial",2.082578905,"ENSG00000143409"
"30294","FAM84A","Endothelial",2.211032839,"ENSG00000162981"
"30295","FAM89A","Endothelial",2.511190258,"ENSG00000182118"
"30301","FBN1","Endothelial",2.301492558,"ENSG00000166147"
"30302","FBRS","Endothelial",1.09331951,"ENSG00000156860"
"30303","FBXO25","Endothelial",1.08725507,"ENSG00000147364"
"30306","FCGRT","Endothelial",3.024715845,"ENSG00000104870"
"30307","FCHO2","Endothelial",1.488042288,"ENSG00000157107"
"30311","FGD5","Endothelial",2.566100634,"ENSG00000154783"
"30312","FGD6","Endothelial",1.517005023,"ENSG00000180263"
"30313","FGF13","Endothelial",-4.767693007,"ENSG00000129682"
"30315","FHOD1","Endothelial",1.876760735,"ENSG00000135723"
"30316","FILIP1","Endothelial",2.478246173,"ENSG00000118407"
"30317","FILIP1L","Endothelial",1.784558981,"ENSG00000168386"
"30320","FKBP15","Endothelial",-2.08232274,"ENSG00000119321"
"30321","FKBP1A","Endothelial",1.791046682,"ENSG00000088832"
"30322","FKBP1C","Endothelial",1.627953738,"ENSG00000198225"
"30324","FKBP5","Endothelial",3.087515465,"ENSG00000096060"
"30325","FKBP9","Endothelial",1.859811373,"ENSG00000122642"
"30326","FKBP9P1","Endothelial",1.620057736,"ENSG00000176826"
"30328","FLI1","Endothelial",4.208611122,"ENSG00000151702"
"30329","FLNB","Endothelial",1.99501189,"ENSG00000136068"
"30330","FLOT2","Endothelial",1.45963446,"ENSG00000132589"
"30331","FLT1","Endothelial",5.684859749,"ENSG00000102755"
"30332","FLT4","Endothelial",3.290403929,"ENSG00000037280"
"30333","FLVCR2","Endothelial",4.287465735,"ENSG00000119686"
"30334","FMNL3","Endothelial",1.207536272,"ENSG00000161791"
"30335","FN1","Endothelial",2.842893336,"ENSG00000115414"
"30336","FNDC3B","Endothelial",1.800444756,"ENSG00000075420"
"30338","FOS","Endothelial",1.144183405,"ENSG00000170345"
"30340","FOSL2","Endothelial",2.460584823,"ENSG00000075426"
"30341","FOXC1","Endothelial",3.349734081,"ENSG00000054598"
"30342","FOXF1","Endothelial",4.89213949,"ENSG00000103241"
"30343","FOXF2","Endothelial",3.297098115,"ENSG00000137273"
"30344","FOXG1","Endothelial",-4.733109454,"ENSG00000176165"
"30345","FOXO1","Endothelial",3.287973898,"ENSG00000150907"
"30347","FRA10AC1","Endothelial",-1.632324366,"ENSG00000148690"
"30350","FRMD8","Endothelial",2.339510672,"ENSG00000126391"
"30351","FRY","Endothelial",1.502341143,"ENSG00000073910"
"30352","FSD1L","Endothelial",-3.870744369,"ENSG00000106701"
"30353","FSTL1","Endothelial",1.380465025,"ENSG00000163430"
"30355","FTL","Endothelial",1.040030908,"ENSG00000087086"
"30356","FTSJ2","Endothelial",2.534845883,"ENSG00000122687"
"30359","FUT1","Endothelial",4.773663204,"ENSG00000174951"
"30362","FXYD5","Endothelial",4.063736264,"ENSG00000089327"
"30363","FZD3","Endothelial",-1.490345711,"ENSG00000104290"
"30364","FZD4","Endothelial",3.374804271,"ENSG00000174804"
"30365","FZD6","Endothelial",1.986644909,"ENSG00000164930"
"30368","GAB3","Endothelial",2.798786435,"ENSG00000160219"
"30369","GABBR1","Endothelial",-2.24776794,"ENSG00000204681"
"30371","GADD45A","Endothelial",2.538171382,"ENSG00000116717"
"30372","GADD45B","Endothelial",2.259012964,"ENSG00000099860"
"30375","GALNT15","Endothelial",3.303385917,"ENSG00000131386"
"30376","GALNT18","Endothelial",3.707863729,"ENSG00000110328"
"30378","GALT","Endothelial",-1.185598877,"ENSG00000213930"
"30380","GATA2","Endothelial",4.162362631,"ENSG00000179348"
"30382","GATAD2A","Endothelial",1.14290305,"ENSG00000167491"
"30386","GBE1","Endothelial",1.537146375,"ENSG00000114480"
"30387","GBP3","Endothelial",2.803143961,"ENSG00000117226"
"30388","GBP4","Endothelial",5.24249193,"ENSG00000162654"
"30390","GCH1","Endothelial",2.658888763,"ENSG00000131979"
"30391","GCLM","Endothelial",1.210801314,"ENSG00000023909"
"30393","GDAP1","Endothelial",-4.346643818,"ENSG00000104381"
"30394","GDPD5","Endothelial",2.399757812,"ENSG00000158555"
"30399","GGT5","Endothelial",3.773375889,"ENSG00000099998"
"30400","GIMAP1","Endothelial",2.947727327,"ENSG00000213203"
"30401","GIMAP2","Endothelial",4.349352986,"ENSG00000106560"
"30402","GIMAP4","Endothelial",5.53122792,"ENSG00000133574"
"30403","GIMAP6","Endothelial",4.851079919,"ENSG00000133561"
"30404","GIMAP7","Endothelial",6.13939328,"ENSG00000179144"
"30405","GIMAP8","Endothelial",3.56479919,"ENSG00000171115"
"30407","GJA1","Endothelial",2.729861732,"ENSG00000152661"
"30415","GMFG","Endothelial",3.329289069,"ENSG00000130755"
"30417","GNAI2","Endothelial",1.210739147,"ENSG00000114353"
"30418","GNAO1","Endothelial",-4.025758853,"ENSG00000087258"
"30420","GNG11","Endothelial",4.516828613,"ENSG00000127920"
"30421","GNG2","Endothelial",-1.82970929,"ENSG00000186469"
"30422","GNG3","Endothelial",-3.145333132,"ENSG00000162188"
"30423","GNG4","Endothelial",-4.784601376,"ENSG00000168243"
"30424","GNG5","Endothelial",1.540806773,"ENSG00000174021"
"30426","GNS","Endothelial",1.409518795,"ENSG00000135677"
"30427","GOLGA8B","Endothelial",-3.33712,"ENSG00000215252"
"30429","GOLPH3","Endothelial",1.140864113,"ENSG00000113384"
"30434","GPCPD1","Endothelial",1.548311224,"ENSG00000125772"
"30435","GPD1L","Endothelial",1.3614925,"ENSG00000152642"
"30436","GPD2","Endothelial",-1.838862981,"ENSG00000115159"
"30438","GPM6A","Endothelial",-2.197520387,"ENSG00000150625"
"30440","GPR116","Endothelial",5.712812869,"ENSG00000069122"
"30441","GPR125","Endothelial",-1.730705421,"ENSG00000152990"
"30442","GPR126","Endothelial",2.82209273,"ENSG00000112414"
"30443","GPR98","Endothelial",-3.294643542,"ENSG00000164199"
"30444","GPX1","Endothelial",1.600431094,"ENSG00000233276"
"30445","GPX4","Endothelial",1.211203373,"ENSG00000167468"
"30447","GPX8","Endothelial",1.426272651,"ENSG00000164294"
"30449","GRASP","Endothelial",3.690642801,"ENSG00000161835"
"30451","GRHPR","Endothelial",1.015954826,"ENSG00000137106"
"30452","GRIA3","Endothelial",-4.578668098,"ENSG00000125675"
"30453","GRN","Endothelial",1.22382253,"ENSG00000030582"
"30456","GSN","Endothelial",1.855049682,"ENSG00000148180"
"30457","GSTA4","Endothelial",-1.892194477,"ENSG00000170899"
"30458","GSTK1","Endothelial",1.002021586,"ENSG00000197448"
"30459","GSTM1","Endothelial",2.50672896,"ENSG00000134184"
"30464","GTF2B","Endothelial",-2.17402874,"ENSG00000137947"
"30465","GTPBP2","Endothelial",-1.410494901,"ENSG00000172432"
"30467","GUK1","Endothelial",1.872254273,"ENSG00000143774"
"30470","GYG1","Endothelial",1.234048566,"ENSG00000163754"
"30471","H2AFV","Endothelial",-1.59202274,"ENSG00000105968"
"30477","HAPLN3","Endothelial",3.704442769,"ENSG00000140511"
"30478","HBEGF","Endothelial",2.978312057,"ENSG00000113070"
"30479","HCG11","Endothelial",2.923639356,"ENSG00000228223"
"30480","HDAC2","Endothelial",-1.665637181,"ENSG00000196591"
"30481","HDAC9","Endothelial",-3.449698606,"ENSG00000048052"
"30483","HECTD4","Endothelial",-3.204056213,"ENSG00000173064"
"30485","HEG1","Endothelial",1.319987678,"ENSG00000173706"
"30486","HELLS","Endothelial",-3.445438816,"ENSG00000119969"
"30487","HERC2P2","Endothelial",1.620277374,"ENSG00000276550"
"30488","HERC2P9","Endothelial",1.44654648,"ENSG00000206149"
"30490","HES1","Endothelial",1.871568011,"ENSG00000114315"
"30491","HES6","Endothelial",-2.598339442,"ENSG00000144485"
"30494","HHEX","Endothelial",1.461802811,"ENSG00000152804"
"30495","HIATL1","Endothelial",-1.252521807,"ENSG00000148110"
"30496","HIF3A","Endothelial",1.281628127,"ENSG00000124440"
"30500","HIST1H3A","Endothelial",2.83510885,"ENSG00000275714"
"30501","HIST1H4C","Endothelial",-1.049823927,"ENSG00000197061"
"30502","HK1","Endothelial",-1.673549015,"ENSG00000156515"
"30503","HLA.A","Endothelial",1.640082147,NA
"30504","HLA.B","Endothelial",2.907748036,NA
"30505","HLA.C","Endothelial",1.643219402,NA
"30506","HLA.E","Endothelial",3.889095964,NA
"30508","HLF","Endothelial",2.756434491,"ENSG00000108924"
"30509","HMCN1","Endothelial",1.211433828,"ENSG00000143341"
"30511","HMGB2","Endothelial",-1.103155889,"ENSG00000164104"
"30513","HMGCS1","Endothelial",-1.778754966,"ENSG00000112972"
"30514","HMGN1","Endothelial",-1.246423689,"ENSG00000205581"
"30517","HN1","Endothelial",-2.87993331,"ENSG00000189159"
"30518","HNRNPA0","Endothelial",-1.108642632,"ENSG00000177733"
"30522","HNRNPU.AS1","Endothelial",1.149930366,NA
"30523","HOPX","Endothelial",2.056950384,"ENSG00000171476"
"30525","HSD17B11","Endothelial",1.539837285,"ENSG00000198189"
"30529","HSP90B2P","Endothelial",1.771890277,"ENSG00000259706"
"30530","HSPA12B","Endothelial",2.115918759,"ENSG00000132622"
"30531","HSPA1A","Endothelial",1.652084139,"ENSG00000204389"
"30532","HSPA1B","Endothelial",1.036775376,"ENSG00000204388"
"30533","HSPA2","Endothelial",1.335344032,"ENSG00000126803"
"30534","HSPA5","Endothelial",1.403927417,"ENSG00000044574"
"30535","HSPA6","Endothelial",3.003405448,"ENSG00000173110"
"30537","HSPB1","Endothelial",1.972666283,"ENSG00000106211"
"30542","HSPG2","Endothelial",2.164558796,"ENSG00000142798"
"30543","HSPH1","Endothelial",1.115008259,"ENSG00000120694"
"30544","HTRA1","Endothelial",1.241945201,"ENSG00000166033"
"30545","HUNK","Endothelial",-4.38693313,"ENSG00000142149"
"30546","HYAL2","Endothelial",3.265144649,"ENSG00000068001"
"30547","ICA1","Endothelial",2.212485993,"ENSG00000003147"
"30548","ICAM1","Endothelial",4.002215945,"ENSG00000090339"
"30549","ICAM2","Endothelial",5.132281185,"ENSG00000108622"
"30550","ID1","Endothelial",2.587825554,"ENSG00000125968"
"30551","ID3","Endothelial",3.501140762,"ENSG00000117318"
"30552","IER2","Endothelial",1.158977399,"ENSG00000160888"
"30555","IFI16","Endothelial",2.924751543,"ENSG00000163565"
"30556","IFI27","Endothelial",4.697715421,"ENSG00000165949"
"30557","IFI44","Endothelial",-1.030312504,"ENSG00000137965"
"30558","IFI44L","Endothelial",2.885692185,"ENSG00000137959"
"30559","IFI6","Endothelial",2.753549901,"ENSG00000126709"
"30560","IFIH1","Endothelial",3.955538091,"ENSG00000115267"
"30561","IFIT1","Endothelial",4.321806638,"ENSG00000185745"
"30562","IFIT3","Endothelial",1.270614531,"ENSG00000119917"
"30563","IFITM1","Endothelial",3.893333574,"ENSG00000185885"
"30564","IFITM2","Endothelial",4.125340983,"ENSG00000185201"
"30565","IFITM3","Endothelial",3.515302539,"ENSG00000142089"
"30566","IFNAR1","Endothelial",1.402608926,"ENSG00000142166"
"30567","IFNAR2","Endothelial",1.537214658,"ENSG00000159110"
"30568","IFNGR1","Endothelial",2.140644099,"ENSG00000027697"
"30569","IFRD1","Endothelial",1.440189697,"ENSG00000006652"
"30570","IGDCC4","Endothelial",-5.057424449,"ENSG00000103742"
"30573","IGFBP3","Endothelial",3.971579665,"ENSG00000146674"
"30574","IGFBP4","Endothelial",4.073374056,"ENSG00000141753"
"30575","IGFBP7","Endothelial",4.54433656,"ENSG00000163453"
"30576","IGSF3","Endothelial",-3.565871474,"ENSG00000143061"
"30578","IKBKB","Endothelial",1.019975717,"ENSG00000104365"
"30579","IL10RB","Endothelial",1.86136135,"ENSG00000243646"
